Local GovernmentTaxVendor #FY Total,,,,,,,,,,
ABINGDON,MT,390000010,JUL - DEC,"13,989.51","13,412.51","13,575.24","14,566.91","15,570.94","13,726.32",
"",,,JAN - JUN,"13,302.42","11,523.56","13,179.97","13,362.50","12,000.55","12,938.27","161,148.70"
ADAMS COUNTY GOVERNMENT,CST,290000001,JUL - DEC,"142,857.14","130,386.37","158,512.80","155,663.34","154,234.10","142,633.86",
"",,,JAN - JUN,"131,657.78","140,630.31","188,356.49","145,216.75","128,487.93","143,628.54","1,762,265.41"
ADAMS COUNTY GOVERNMENT,CT,290000001,JUL - DEC,"42,184.84","41,134.71","46,879.74","39,099.89","40,298.53","43,460.27",
"",,,JAN - JUN,"37,726.91","36,943.07","43,674.18","32,766.46","29,177.66","34,996.06","468,342.32"
ADDIEVILLE,MT,390000018,JUL - DEC,"2,608.78","3,230.19","3,189.44","4,035.56","4,244.03","4,425.62",
"",,,JAN - JUN,"2,953.57","4,165.40","2,653.83","3,024.17","2,662.19","2,377.12","39,569.90"
ADDISON,HMR,390000029,JUL - DEC,"302,014.01","332,856.50","366,990.81","321,475.35","355,784.37","341,890.95",
"",,,JAN - JUN,"355,491.46","349,028.05","410,291.75","315,911.84","306,797.12","344,897.19","4,103,429.40"
ADDISON,MT,390000029,JUL - DEC,"483,187.46","524,785.54","577,278.49","540,338.96","583,200.00","536,244.85",
"",,,JAN - JUN,"555,205.72","541,899.24","644,718.01","511,990.12","489,718.41","545,925.54","6,534,492.34"
ADDISON,MTART,390000029,JUL - DEC,16.73,17.47,0.00,33.46,0.00,34.02,
"",,,JAN - JUN,0.00,9.84,7.88,10.01,13.96,8.96,152.33
ADELINE,MT,390000030,JUL - DEC,83.04,84.64,124.19,166.40,148.88,116.96,
"",,,JAN - JUN,144.32,102.08,138.56,98.72,85.12,143.04,"1,435.95"
ALBANY,MT,390000020,JUL - DEC,"2,792.78","3,334.54","4,125.49","3,298.82","5,231.17","3,121.72",
"",,,JAN - JUN,"2,429.81","2,161.79","2,522.36","3,728.96","1,850.52","4,230.40","38,828.36"
ALBERS,MT,390000045,JUL - DEC,"4,434.47","4,236.38","5,078.12","4,245.23","5,268.47","4,317.39",
"",,,JAN - JUN,"4,067.59","4,677.97","5,939.02","4,513.97","3,970.54","5,319.81","56,068.96"
ALBION,MT,390000050,JUL - DEC,"18,070.14","17,238.01","17,984.47","21,697.31","18,716.79","18,752.50",
"",,,JAN - JUN,"15,454.68","15,739.43","19,444.54","16,097.32","16,080.92","18,786.27","214,062.38"
ALEDO,MT,390000060,JUL - DEC,"50,053.22","46,733.80","56,979.10","56,434.36","52,757.01","49,784.23",
"",,,JAN - JUN,"49,615.96","48,588.92","60,587.63","52,009.64","48,945.01","45,470.75","617,959.63"
ALEXANDER COUNTY GOVERNMENT,CST,290000003,JUL - DEC,"4,412.56","4,140.47","5,504.59","4,677.62","5,719.54","5,323.83",
"",,,JAN - JUN,"3,692.93","3,360.41","4,678.79","5,311.52","5,934.83","4,830.96","57,588.05"
ALEXANDER COUNTY GOVERNMENT,CT,290000003,JUL - DEC,"6,315.03","6,696.98","4,929.18","3,929.97","4,649.83","5,366.79",
"",,,JAN - JUN,"3,983.66","3,394.59","3,651.16","4,136.98","5,044.45","3,483.28","55,581.90"
ALEXIS,MT,390000070,JUL - DEC,"2,085.54","2,333.55","2,307.41","2,297.51","2,815.45","3,129.13",
"",,,JAN - JUN,"3,133.32","2,436.33","2,856.20","1,805.14","2,095.45","2,150.73","29,445.76"
ALGONQUIN,MT,390000080,JUL - DEC,"421,472.77","396,833.18","470,574.68","450,922.54","445,055.19","441,678.89",
"",,,JAN - JUN,"483,187.78","477,355.94","668,048.06","426,120.65","435,109.95","436,324.46","5,552,684.09"
ALHAMBRA,MT,390000090,JUL - DEC,"4,104.06","3,742.04","5,337.57","6,593.36","7,123.12","7,637.14",
"",,,JAN - JUN,"5,225.45","4,166.19","7,585.51","8,352.46","9,254.04","6,695.24","75,816.18"
ALLENDALE,MT,390000100,JUL - DEC,324.98,744.48,729.87,386.86,590.47,662.70,
"",,,JAN - JUN,344.15,439.94,409.45,484.62,279.56,489.02,"5,886.10"
ALLENVILLE,MT,390000105,JUL - DEC,73.87,3.77,173.96,23.46,100.20,355.29,
"",,,JAN - JUN,113.13,113.30,130.18,0.00,130.66,0.00,"1,217.82"
ALLERTON,MT,390000108,JUL - DEC,"2,152.24","1,928.69","1,424.98","1,027.33","1,612.61","2,931.69",
"",,,JAN - JUN,"3,680.13","2,242.78","1,402.79","1,817.49","1,299.32","1,807.25","23,327.30"
ALMA,MT,390000110,JUL - DEC,175.96,"1,010.38",224.39,376.25,327.83,375.56,
"",,,JAN - JUN,"1,158.25",182.96,387.52,"1,752.18",342.82,740.45,"7,054.55"
ALORTON,MT,390000120,JUL - DEC,"2,685.88","2,664.99","2,559.51","2,485.46","3,338.26","2,243.29",
"",,,JAN - JUN,"2,039.00","2,515.93","3,039.12","4,195.57","4,303.50","3,254.41","35,324.92"
ALPHA,MT,390000130,JUL - DEC,"3,199.67","2,997.76","3,939.59","3,301.42","3,814.28","3,319.78",
"",,,JAN - JUN,"3,093.72","3,045.57","3,182.75","2,374.39","2,756.13","3,594.36","38,619.42"
ALSEY,MT,390000139,JUL - DEC,267.95,244.53,653.56,286.95,193.28,343.83,
"",,,JAN - JUN,192.78,90.35,461.94,316.13,253.01,249.51,"3,553.82"
ALSIP,HMR,390000140,JUL - DEC,"138,378.38","143,125.31","166,173.93","151,322.27","167,585.67","161,304.01",
"",,,JAN - JUN,"158,247.98","157,328.90","169,789.15","118,241.29","136,539.00","134,204.54","1,802,240.43"
ALSIP,MT,390000140,JUL - DEC,"261,118.64","266,759.39","318,503.85","294,641.51","305,564.71","296,496.09",
"",,,JAN - JUN,"280,987.52","276,303.62","319,220.06","248,162.69","267,588.95","264,762.55","3,400,109.58"
ALSIP,MTART,390000140,JUL - DEC,16.86,2.03,16.73,32.47,8.86,22.65,
"",,,JAN - JUN,9.84,11.81,35.43,21.65,26.59,11.06,215.98
ALTAMONT,MT,390000150,JUL - DEC,"20,288.90","21,199.44","22,744.89","23,437.13","23,832.24","20,388.68",
"",,,JAN - JUN,"20,637.94","18,585.58","20,810.52","21,233.54","17,029.24","26,101.34","256,289.44"
ALTO PASS,MT,390000180,JUL - DEC,820.83,806.93,"1,306.71","1,159.29","1,050.58","1,811.41",
"",,,JAN - JUN,"1,442.98",805.77,"1,641.89",601.47,582.10,935.09,"12,965.05"
ALTON,HMR,390000160,JUL - DEC,"142,241.70","128,540.20","179,515.72","130,083.84","146,240.95","146,832.51",
"",,,JAN - JUN,"134,078.10","161,874.13","209,187.14","138,153.27","139,323.41","153,407.19","1,809,478.16"
Local GovernmentTaxVendor #FY Total,,,,,,,,,,
ALTON,MT,390000160,JUL - DEC,"408,602.10","378,605.39","525,801.01","420,046.86","467,335.53","427,526.33",
"",,,JAN - JUN,"385,359.73","433,115.91","552,800.84","449,865.61","422,840.65","458,341.65","5,330,241.61"
ALTON,MTART,390000160,JUL - DEC,188.93,209.31,204.68,183.85,195.82,174.17,
"",,,JAN - JUN,179.09,73.80,317.51,157.78,158.43,177.28,"2,220.65"
ALTONA,MT,390000170,JUL - DEC,"1,382.35","1,189.47","2,212.35",620.03,"1,725.60","1,796.54",
"",,,JAN - JUN,"1,851.57","1,585.94","1,701.86","1,338.80","1,498.28","1,543.69","18,446.48"
ALVIN,MT,390000185,JUL - DEC,40.45,42.38,118.85,34.38,63.63,51.51,
"",,,JAN - JUN,17.84,42.27,22.10,80.33,35.52,33.05,582.31
AMBOY,MT,390000190,JUL - DEC,"14,961.53","14,740.74","15,656.60","15,033.23","12,962.61","16,150.40",
