Local GovernmentTaxVendor #FY Total,,,,,,,,,,
ABINGDON,MT,390000010,JUL - DEC,"14,368.58","15,951.14","14,251.19","15,134.96","14,118.18","15,234.92",
"",,,JAN - JUN,"13,366.26","13,805.85","15,221.02","11,888.57","14,584.27","13,873.37","171,798.31"
ADAMS COUNTY GOVERNMENT,CST,290000001,JUL - DEC,"146,019.33","157,966.12","161,982.69","152,856.24","152,023.14","155,427.54",
"",,,JAN - JUN,"147,986.95","169,225.64","205,060.46","134,366.41","134,845.37","154,889.67","1,872,649.56"
ADAMS COUNTY GOVERNMENT,CT,290000001,JUL - DEC,"40,974.40","50,388.38","48,171.36","40,194.51","43,668.93","48,516.19",
"",,,JAN - JUN,"41,242.84","40,982.83","50,059.34","32,214.95","30,342.57","38,954.60","505,710.90"
ADDIEVILLE,MT,390000018,JUL - DEC,"2,859.54","3,038.79","3,023.26","3,939.59","5,195.42","4,094.87",
"",,,JAN - JUN,"4,684.21","3,893.03","3,392.72","2,276.99","2,295.42","3,321.26","42,015.10"
ADDISON,HMR,390000029,JUL - DEC,"337,709.48","357,145.69","374,334.86","352,780.88","346,917.25","368,797.21",
"",,,JAN - JUN,"365,612.19","355,411.51","384,145.11","301,876.71","307,307.67","363,022.45","4,215,061.01"
ADDISON,MT,390000029,JUL - DEC,"544,916.28","578,501.29","597,141.05","566,725.18","554,968.43","588,085.13",
"",,,JAN - JUN,"579,808.87","562,128.45","610,167.20","483,772.33","507,341.24","575,320.04","6,748,875.49"
ADDISON,MTART,390000029,JUL - DEC,96.93,74.82,119.24,7.90,286.76,84.70,
"",,,JAN - JUN,64.02,55.15,48.27,58.09,53.14,66.92,"1,015.94"
ADELINE,MT,390000030,JUL - DEC,224.27,240.65,30.70,118.79,108.80,147.92,
"",,,JAN - JUN,32.41,47.60,120.40,53.22,86.92,62.76,"1,274.44"
ALBANY,MT,390000020,JUL - DEC,"2,771.30","4,093.79","4,621.60","3,488.81","3,279.36","3,759.60",
"",,,JAN - JUN,"2,033.07","2,979.13","3,222.71","2,268.18","3,430.77","3,379.70","39,328.02"
ALBERS,MT,390000045,JUL - DEC,"7,182.59","6,768.43","6,567.35","4,968.58","4,944.69","5,218.57",
"",,,JAN - JUN,"4,827.51","6,149.17","6,866.89","5,770.43","5,291.98","5,993.08","70,549.27"
ALBION,MT,390000050,JUL - DEC,"20,684.54","18,927.03","19,822.31","20,119.52","20,659.08","17,812.19",
"",,,JAN - JUN,"18,030.28","19,929.32","23,231.43","15,214.33","19,731.10","20,367.41","234,528.54"
ALEDO,MT,390000060,JUL - DEC,"43,513.93","49,940.77","52,236.66","49,728.15","46,660.83","46,267.50",
"",,,JAN - JUN,"46,312.63","49,291.59","58,719.00","44,896.57","48,410.53","45,042.36","581,020.52"
ALEXANDER COUNTY GOVERNMENT,CST,290000003,JUL - DEC,"4,241.35","5,247.36","4,860.58","4,061.13","4,507.50","4,958.44",
"",,,JAN - JUN,"3,335.79","4,081.26","4,704.82","2,956.82","5,531.28","4,636.79","53,123.12"
ALEXANDER COUNTY GOVERNMENT,CT,290000003,JUL - DEC,"4,475.30","4,569.95","4,541.20","4,578.69","5,091.76","5,286.44",
"",,,JAN - JUN,"4,290.98","3,525.52","4,115.93","3,836.49","5,305.07","4,767.98","54,385.31"
ALEXIS,MT,390000070,JUL - DEC,"2,150.13","2,722.31","5,366.68","2,754.38","2,125.39","2,435.97",
"",,,JAN - JUN,"2,146.58","2,977.67","2,243.61","1,220.84","5,051.40",859.38,"32,054.34"
ALGONQUIN,HMR,390000080,JUL - DEC,"263,741.64","277,461.54","282,788.64","272,359.68","293,467.48","280,229.70",
"",,,JAN - JUN,"287,654.05","307,946.46","425,540.21","225,242.23","240,509.76","287,986.75","3,444,928.14"
ALGONQUIN,MT,390000080,JUL - DEC,"506,798.86","526,099.88","533,620.42","525,978.36","555,848.94","518,854.81",
"",,,JAN - JUN,"531,597.35","554,579.99","727,543.89","443,268.69","460,060.76","541,066.44","6,425,318.39"
ALHAMBRA,MT,390000090,JUL - DEC,"2,962.07","3,262.89","3,396.26","3,714.79","3,179.06","4,385.98",
"",,,JAN - JUN,"4,908.59","5,238.76","6,498.85","5,983.74","4,485.63","5,721.28","53,737.90"
ALLENDALE,MT,390000100,JUL - DEC,"1,459.27","1,959.99","1,517.64","1,422.34","1,968.52","1,346.03",
"",,,JAN - JUN,"1,411.12","1,085.73","2,226.31",80.81,"1,737.09","1,604.49","17,819.34"
ALLENVILLE,MT,390000105,JUL - DEC,322.07,104.74,446.70,305.78,185.46,129.35,
"",,,JAN - JUN,111.26,246.81,446.60,125.48,178.37,300.88,"2,903.50"
ALLERTON,MT,390000108,JUL - DEC,820.29,"1,535.58","1,662.70",779.40,830.73,948.43,
"",,,JAN - JUN,"2,012.72","2,493.77","1,266.05",906.63,964.44,"1,266.49","15,487.23"
ALMA,MT,390000110,JUL - DEC,319.47,490.31,456.77,"1,205.13",466.88,"1,332.45",
"",,,JAN - JUN,457.24,"1,538.65","1,426.14",549.72,610.14,821.51,"9,674.41"
ALORTON,MT,390000120,JUL - DEC,"15,895.89","18,141.49","17,549.26","14,746.24","17,344.49","15,286.70",
"",,,JAN - JUN,"19,877.39","33,071.35","19,032.51","19,092.93","17,678.29","20,783.67","228,500.21"
ALPHA,MT,390000130,JUL - DEC,"2,700.91","2,844.27","2,893.23","3,621.54","3,612.30","3,660.71",
"",,,JAN - JUN,"3,761.86","3,397.51","3,796.18","3,309.71","3,428.36","3,345.06","40,371.64"
ALSEY,MT,390000139,JUL - DEC,217.53,647.99,261.54,"1,027.30",217.12,139.21,
"",,,JAN - JUN,181.37,559.76,653.11,381.09,466.91,286.70,"5,039.63"
ALSIP,HMR,390000140,JUL - DEC,"139,695.10","139,426.91","142,143.87","145,429.81","134,766.22","137,966.30",
"",,,JAN - JUN,"137,543.59","122,868.66","141,906.67","107,219.12","110,226.49","111,149.30","1,570,342.04"
ALSIP,MT,390000140,JUL - DEC,"256,385.82","258,022.71","256,592.77","258,027.12","239,327.61","242,805.92",
"",,,JAN - JUN,"251,329.82","224,648.52","270,126.11","197,734.21","205,145.43","207,126.25","2,867,272.29"
ALSIP,MTART,390000140,JUL - DEC,0.00,0.00,0.00,0.00,0.00,0.00,
"",,,JAN - JUN,0.00,0.00,0.00,0.00,872.22,"1,008.60","1,880.82"
ALTAMONT,MT,390000150,JUL - DEC,"23,195.60","20,555.00","23,900.48","21,495.17","23,201.09","22,676.19",
"",,,JAN - JUN,"21,817.14","21,419.07","23,892.32","15,996.81","19,841.89","21,466.53","259,457.29"
ALTO PASS,MT,390000180,JUL - DEC,587.87,759.17,671.81,668.66,"1,136.21","1,958.36",
"",,,JAN - JUN,"1,114.51",829.66,"1,642.92",330.99,457.94,587.98,"10,746.08"
Local GovernmentTaxVendor #FY Total,,,,,,,,,,
