Local GovernmentTaxVendor #FY Total,,,,,,,,,,
ABINGDON,MT,390000010,JUL - DEC,"13,641.08","17,114.13","16,600.83","15,020.00","13,557.00","15,437.33",
"",,,JAN - JUN,"15,165.40","13,950.87","16,010.03","12,447.11","13,731.71","15,527.35","178,202.84"
ADAMS COUNTY GOVERNMENT,CST,290000001,JUL - DEC,"150,484.34","168,827.75","183,551.91","165,368.23","154,026.52","158,484.38",
"",,,JAN - JUN,"203,475.61","185,012.67","219,194.07","133,647.28","146,933.53","164,238.97","2,033,245.26"
ADAMS COUNTY GOVERNMENT,CT,290000001,JUL - DEC,"46,403.85","29,058.04","46,075.88","44,608.86","41,027.63","47,996.68",
"",,,JAN - JUN,"181,700.29","42,695.32","44,107.32","29,748.19","30,176.41","40,821.14","624,419.61"
ADDIEVILLE,MT,390000018,JUL - DEC,"3,288.19","3,201.13","4,850.22","3,495.84","3,228.25","3,039.54",
"",,,JAN - JUN,"3,074.30","4,748.87","2,663.88","1,024.98","4,048.33","3,709.58","40,373.11"
ADDISON,HMR,390000029,JUL - DEC,"367,251.20","366,446.79","410,460.87","384,395.38","370,117.31","378,246.27",
"",,,JAN - JUN,"397,488.00","385,376.73","454,824.86","334,609.25","317,153.72","393,603.73","4,559,974.11"
ADDISON,MT,390000029,JUL - DEC,"575,239.13","594,755.65","668,820.13","608,616.87","586,234.99","600,545.64",
"",,,JAN - JUN,"629,556.39","609,306.89","711,923.30","546,869.52","520,825.64","641,189.40","7,293,883.55"
ADDISON,MTART,390000029,JUL - DEC,125.11,116.34,181.20,203.45,264.84,129.76,
"",,,JAN - JUN,216.40,162.30,160.48,187.90,119.06,184.04,"2,050.88"
ADELINE,MT,390000030,JUL - DEC,43.52,53.76,37.56,119.20,31.20,48.48,
"",,,JAN - JUN,74.56,58.72,99.40,91.20,38.56,54.08,750.24
ALBANY,MT,390000020,JUL - DEC,"3,426.15","7,045.38","5,437.27","4,071.40","3,879.88","2,749.76",
"",,,JAN - JUN,"4,062.53","2,244.66","3,210.44","2,194.02","3,059.78","2,860.88","44,242.15"
ALBERS,MT,390000045,JUL - DEC,"4,977.20","6,687.05","5,339.24","5,527.34","6,191.97","4,888.23",
