Local GovernmentTaxVendor #FY Total,,,,,,,,,,
ABINGDON,MT,390000010,JUL - DEC,"13,955.60","14,806.26","13,472.86","14,302.48","10,548.74","13,515.95",
"",,,JAN - JUN,"12,798.13","13,722.33","17,289.68","13,302.89","11,518.32","13,504.81","162,738.05"
ADAMS COUNTY GOVERNMENT,CST,290000001,JUL - DEC,"153,431.17","154,306.83","144,941.79","147,946.73","154,305.54","144,023.60",
"",,,JAN - JUN,"135,283.13","158,338.84","203,660.78","127,312.41","135,456.75","153,417.08","1,812,424.65"
ADAMS COUNTY GOVERNMENT,CT,290000001,JUL - DEC,"40,375.26","42,132.44","38,021.05","39,299.99","39,473.77","40,588.23",
"",,,JAN - JUN,"37,604.74","39,637.96","49,602.54","17,969.26","29,288.99","40,838.69","454,832.92"
ADDIEVILLE,MT,390000018,JUL - DEC,"3,203.49","3,113.17","3,647.46","3,575.19","2,671.74","4,318.62",
"",,,JAN - JUN,"2,802.87","3,382.95","3,142.67","2,789.70","1,904.48","3,726.94","38,279.28"
ADDISON,HMR,390000029,JUL - DEC,"340,050.58","372,702.77","382,215.00","363,994.50","399,495.09","379,692.10",
"",,,JAN - JUN,"368,546.40","356,660.93","434,033.10","363,267.25","334,248.64","378,708.09","4,473,614.45"
ADDISON,MT,390000029,JUL - DEC,"545,913.69","590,629.29","591,729.57","571,757.27","619,570.97","589,711.12",
"",,,JAN - JUN,"574,686.97","553,902.51","669,348.18","565,542.27","529,414.74","584,500.47","6,986,707.05"
ADDISON,MTART,390000029,JUL - DEC,8.96,20.44,19.69,0.00,17.82,10.91,
"",,,JAN - JUN,0.00,10.86,19.84,0.00,25.59,0.00,134.11
ADELINE,MT,390000030,JUL - DEC,70.40,145.28,124.64,194.08,228.96,100.80,
"",,,JAN - JUN,154.56,147.83,149.44,64.80,113.28,63.52,"1,557.59"
ALBANY,MT,390000020,JUL - DEC,"3,621.55","3,701.17","3,262.37","4,206.83","3,302.72","3,376.95",
"",,,JAN - JUN,"2,501.35","3,894.85","2,806.19","1,536.54","2,707.76","5,363.89","40,282.17"
ALBERS,MT,390000045,JUL - DEC,"5,873.94","5,273.76","5,201.36","7,761.63","4,796.50","5,297.37",
"",,,JAN - JUN,"4,146.64","5,196.15","6,830.98","4,855.69","4,426.40","5,207.03","64,867.45"
ALBION,MT,390000050,JUL - DEC,"19,339.73","19,958.34","19,147.51","20,696.63","18,990.74","18,820.68",
"",,,JAN - JUN,"17,988.48","18,294.23","18,883.19","14,450.38","16,019.57","17,390.87","219,980.35"
ALEDO,MT,390000060,JUL - DEC,"49,275.87","56,157.49","48,216.29","52,615.20","48,689.82","49,004.38",
"",,,JAN - JUN,"42,556.66","42,424.64","54,224.59","40,422.12","37,545.55","52,495.29","573,627.90"
